74.997,0.00784,7e-05,0.00554,0.04374,0.02971,0.02211,21.033,0.414783,0.815285,-4.813031,0.266482,2.301442,0.284654
113.819,0.00968,8e-05,0.00696,0.06134,0.04368,0.01929,19.085,0.458359,0.819521,-4.075192,0.33559,2.486855,0.368674
111.555,0.0105,9e-05,0.00781,0.05233,0.0359,0.01309,20.651,0.429895,0.825288,-4.443179,0.311173,2.342259,0.332634
111.366,0.00997,9e-05,0.00698,0.05492,0.03772,0.01353,20.644,0.434969,0.819235,-4.117501,0.334147,2.405554,0.368975
110.655,0.01284,0.00011,0.00908,0.06425,0.04465,0.01767,19.649,0.417356,0.823484,-3.747787,0.234513,2.33218,0.410335
113.787,0.00968,8e-05,0.0075,0.04701,0.03243,0.01222,21.378,0.415564,0.825069,-4.242867,0.299111,2.18756,0.357775
114.82,0.00333,3e-05,0.00202,0.01608,0.01351,0.00607,24.886,0.59604,0.764112,-5.634322,0.257682,1.854785,0.211756
104.315,0.0029,3e-05,0.00182,0.01567,0.01256,0.00344,26.892,0.63742,0.763262,-6.167603,0.183721,2.064693,0.163755
91.754,0.00551,6e-05,0.00332,0.02093,0.01717,0.0107,21.812,0.615551,0.773587,-5.498678,0.327769,2.322511,0.231571
91.226,0.00532,6e-05,0.00332,0.02838,0.02444,0.01022,21.862,0.547037,0.798463,-5.011879,0.325996,2.432792,0.271362
84.072,0.00505,6e-05,0.0033,0.02143,0.01892,0.01166,21.118,0.611137,0.776156,-5.24977,0.391002,2.407313,0.24974
86.292,0.0054,6e-05,0.00336,0.02752,0.02214,0.01141,21.414,0.58339,0.79252,-4.960234,0.363566,2.642476,0.275931
131.276,0.00293,2e-05,0.00153,0.01259,0.0114,0.00581,25.703,0.4606,0.646846,-6.547148,0.152813,2.041277,0.138512
76.556,0.0039,3e-05,0.00208,0.01642,0.01797,0.01041,24.889,0.430166,0.665833,-5.660217,0.254989,2.519422,0.199889
75.836,0.00294,2e-05,0.00149,0.01828,0.01246,0.00609,24.922,0.474791,0.654027,-6.105098,0.203653,2.125618,0.1701
83.159,0.00369,3e-05,0.00203,0.01503,0.01359,0.00839,25.175,0.565924,0.658245,-5.340115,0.210185,2.205546,0.234589
82.764,0.00544,4e-05,0.00292,0.02047,0.02074,0.01859,22.333,0.56738,0.644692,-5.44004,0.239764,2.264501,0.218164
75.603,0.00718,4e-05,0.00387,0.03327,0.0343,0.02919,20.376,0.631099,0.605417,-2.93107,0.434326,3.007463,0.430788
68.623,0.00742,5e-05,0.00432,0.05517,0.05767,0.0316,17.28,0.665318,0.719467,-3.949079,0.35787,3.10901,0.377429
142.822,0.00768,5e-05,0.00399,0.03995,0.0431,0.03365,17.153,0.649554,0.68608,-4.554466,0.340176,2.856676,0.322111
65.782,0.0084,5e-05,0.0045,0.0381,0.04055,0.03871,17.536,0.660125,0.704087,-4.095442,0.262564,2.73971,0.365391
78.128,0.0048,3e-05,0.00267,0.04137,0.04525,0.01849,19.493,0.629017,0.698951,-5.18696,0.237622,2.557536,0.259765
79.068,0.00442,3e-05,0.00247,0.04351,0.04246,0.0128,22.468,0.61906,0.679834,-4.330956,0.262384,2.916777,0.285695
86.18,0.00476,3e-05,0.00258,0.04192,0.03772,0.0184,20.422,0.537264,0.686894,-5.248776,0.210279,2.547508,0.253556
76.779,0.00742,5e-05,0.0039,0.01659,0.01497,0.01778,23.831,0.397937,0.732479,-5.557447,0.22089,2.692176,0.215961
77.968,0.00633,6e-05,0.00375,0.03767,0.0378,0.02887,22.066,0.522746,0.737948,-5.571843,0.236853,2.846369,0.219514
75.501,0.00455,3e-05,0.00234,0.01966,0.01872,0.01095,25.908,0.418622,0.720916,-6.18359,0.226278,2.589702,0.147403
81.737,0.00496,3e-05,0.00275,0.01919,0.01826,0.01328,25.119,0.358773,0.726652,-6.27169,0.196102,2.314209,0.162999
80.055,0.0031,2e-05,0.00176,0.01718,0.01661,0.00677,25.97,0.470478,0.676258,-7.120925,0.279789,2.241742,0.108514
77.63,0.00502,3e-05,0.00253,0.01791,0.01799,0.0117,25.678,0.427785,0.723797,-6.635729,0.209866,1.957961,0.135242
192.055,0.00289,1e-05,0.00168,0.01098,0.00802,0.00339,26.775,0.422229,0.741367,-7.3483,0.177551,1.743867,0.085569
192.091,0.00241,1e-05,0.00138,0.01015,0.00762,0.00167,30.94,0.432439,0.742055,-7.682587,0.173319,2.103106,0.068501
193.104,0.00212,1e-05,0.00135,0.01263,0.00951,0.00119,30.775,0.465946,0.738703,-7.067931,0.175181,1.512275,0.09632
197.079,0.0018,9e-06,0.00107,0.00954,0.00719,0.00072,32.684,0.368535,0.742133,-7.695734,0.17854,1.544609,0.056141
196.16,0.00178,9e-06,0.00106,0.00958,0.00726,0.00065,33.047,0.340068,0.741899,-7.964984,0.163519,1.423287,0.044539
195.708,0.00198,1e-05,0.00115,0.01194,0.00957,0.00135,31.732,0.344252,0.742737,-7.777685,0.170183,2.447064,0.05761
168.013,0.00411,2e-05,0.00241,0.02126,0.01612,0.00586,23.216,0.360148,0.778834,-6.149653,0.218037,2.477082,0.165827
163.564,0.00369,2e-05,0.00218,0.01851,0.01491,0.0034,24.951,0.341435,0.783626,-6.006414,0.196371,2.536527,0.173218
175.456,0.00284,2e-05,0.00166,0.01444,0.0119,0.00231,26.738,0.403884,0.766209,-6.452058,0.212294,2.269398,0.141929
173.015,0.00316,2e-05,0.00182,0.01663,0.01366,0.00265,26.31,0.396793,0.758324,-6.006647,0.266892,2.382544,0.160691
177.584,0.00298,2e-05,0.00175,0.01495,0.01233,0.00231,26.822,0.32648,0.765623,-6.647379,0.201095,2.374073,0.130554
166.977,0.00258,1e-05,0.00147,0.01463,0.01234,0.00257,26.453,0.306443,0.759203,-7.044105,0.063412,2.361532,0.11573
225.227,0.00298,1e-05,0.00182,0.01752,0.01133,0.0074,22.736,0.305062,0.654172,-7.31055,0.098648,2.416838,0.095032
232.483,0.00281,1e-05,0.00173,0.0176,0.01251,0.00675,23.145,0.457702,0.634267,-6.793547,0.158266,2.256699,0.117399
232.435,0.0021,9e-06,0.00137,0.01419,0.01033,0.00454,25.368,0.438296,0.635285,-7.057869,0.091608,2.330716,0.09147
227.911,0.00225,9e-06,0.00139,0.01494,0.01014,0.00476,25.032,0.431285,0.638928,-6.99582,0.102083,2.3658,0.102706
231.848,0.00235,1e-05,0.00148,0.01608,0.01149,0.00476,24.602,0.467489,0.631653,-7.156076,0.127642,2.392122,0.097336
182.786,0.00185,7e-06,0.00113,0.01152,0.0086,0.00432,26.805,0.610367,0.635204,-7.31951,0.200873,2.028612,0.086398
115.765,0.00524,4e-05,0.00203,0.01613,0.01433,0.00839,23.162,0.579597,0.733659,-6.439398,0.266392,2.079922,0.133867
114.676,0.00428,3e-05,0.00155,0.01681,0.014,0.00462,24.971,0.538688,0.754073,-6.482096,0.264967,2.054419,0.128872
117.495,0.00431,3e-05,0.00167,0.02184,0.01685,0.00479,25.135,0.553134,0.775933,-6.650471,0.254498,1.840198,0.103561
112.773,0.00448,4e-05,0.00169,0.02033,0.01614,0.00474,25.03,0.507504,0.760361,-6.689151,0.291954,2.431854,0.105993
122.08,0.00436,3e-05,0.00166,0.02297,0.01677,0.00481,24.692,0.459766,0.766204,-7.072419,0.220434,1.972297,0.119308
118.604,0.0049,4e-05,0.00183,0.02498,0.01947,0.00484,25.429,0.420383,0.785714,-6.836811,0.269866,2.223719,0.147491
102.874,0.00761,7e-05,0.00486,0.02719,0.02067,0.01036,21.028,0.536009,0.819032,-4.649573,0.205558,1.986899,0.3167
104.437,0.00874,8e-05,0.00539,0.03209,0.02454,0.0118,20.767,0.558586,0.811843,-4.333543,0.221727,2.014606,0.344834
103.37,0.00784,7e-05,0.00514,0.03715,0.02802,0.00969,21.422,0.541781,0.821364,-4.438453,0.238298,1.92294,0.335041
110.402,0.00752,6e-05,0.00469,0.02293,0.01948,0.00681,22.817,0.530529,0.817756,-4.60826,0.290024,2.021591,0.314464
108.153,0.00788,7e-05,0.00493,0.02645,0.02137,0.00786,22.603,0.540049,0.813432,-4.476755,0.262633,1.827012,0.326197
104.68,0.00867,8e-05,0.0052,0.03225,0.02519,0.01143,21.66,0.547975,0.817396,-4.609161,0.221711,1.831691,0.316395
109.379,0.00282,1e-05,0.00152,0.01861,0.01382,0.00871,25.554,0.341788,0.678874,-7.040508,0.066994,2.460791,0.101516
98.664,0.00264,1e-05,0.00151,0.01906,0.0134,0.00301,26.138,0.447979,0.686264,-7.293801,0.086372,2.32156,0.098555
205.495,0.00266,1e-05,0.00144,0.01643,0.012,0.0034,25.856,0.364867,0.694399,-6.966321,0.095882,2.278687,0.103224
223.634,0.00296,1e-05,0.00155,0.01644,0.01179,0.00351,25.964,0.25657,0.683296,-7.24562,0.018689,2.498224,0.093534
221.156,0.00205,9e-06,0.00113,0.01457,0.01016,0.003,26.415,0.27685,0.673636,-7.496264,0.056844,2.003032,0.073581
113.201,0.00238,1e-05,0.0014,0.01745,0.01234,0.0042,24.547,0.305429,0.681811,-7.314237,0.006274,2.118596,0.091546
67.021,0.00817,6e-05,0.0044,0.03198,0.02428,0.02183,19.56,0.460139,0.720908,-5.409423,0.22685,2.359973,0.226156
66.004,0.00923,7e-05,0.00463,0.03111,0.02603,0.02659,19.979,0.498133,0.729067,-5.324574,0.20566,2.291558,0.226247
65.809,0.01101,8e-05,0.00467,0.05384,0.03392,0.04882,20.338,0.513237,0.731444,-5.86975,0.151814,2.118496,0.18558
67.343,0.00762,5e-05,0.00354,0.05428,0.03635,0.02431,21.718,0.487407,0.727313,-6.261141,0.120956,2.137075,0.141958
65.476,0.00831,6e-05,0.00419,0.03485,0.02949,0.02599,20.264,0.489345,0.730387,-5.720868,0.15883,2.277927,0.180828
65.75,0.00971,7e-05,0.00478,0.04978,0.03736,0.03361,18.57,0.543299,0.733232,-5.207985,0.224852,2.642276,0.242981
111.208,0.00405,3e-05,0.0022,0.01706,0.01345,0.00442,25.742,0.495954,0.762959,-5.79182,0.329066,2.205024,0.18818
107.024,0.00533,5e-05,0.00329,0.02448,0.01956,0.00623,24.178,0.509127,0.789532,-5.389129,0.306636,1.928708,0.225461
107.316,0.00494,4e-05,0.00283,0.02442,0.01831,0.00479,25.438,0.437031,0.815908,-5.31336,0.201861,2.225815,0.244512
